"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad"
"2214AR027-006",-8.87573,42.9238,-8.31007,42.56564,M2,0
"2108AR252-005",-7.98051,43.50423,-8.32575,42.17437,M3,0
"2215AR003-011",-8.5569,42.56343,-8.55764,42.56454,M2,0
"2215AR003-012",-8.55764,42.56462,-8.55762,42.56457,M2,0
"2214AR041-001",-8.63683,42.74948,-8.69957,42.3124,M3,0
"2216AR011-001",-8.54314,42.38769,-7.86472,43.69538,M3,0
"2121AR084-001",-7.29109,43.24002,-7.25933,42.95468,M3,0
"2210AR018-001",-8.12233,43.27985,-8.29306,43.27185,M3,0
"2210AZ023-001",-8.29338,43.27199,-8.2929,43.27206,M2,0
"2210AZ023-003",-8.29297,43.27159,-7.69832,43.59429,M2,0
"2218AR041-007",-8.04376,42.51616,-8.04375,42.50968,M0,0
"2215AR034-001",-8.31056,42.56592,-8.74816,43.02628,M1,0
"2108AR211-001",-7.98147,43.50295,-8.82519,43.29497,M3,0
"2208AR120-003",-7.97868,43.48361,-7.97948,43.4837,M1,0
"2208AR120-002",-7.97781,43.4841,-6.08461,43.44158,M1,0
"2208AR123-001",-8.01101,43.63171,-7.9142,43.6841,M3,0
"2210AZ022-002",-8.29267,43.27155,-8.02286,43.6633,M3,0
"2208AR171-001",-8.02323,43.66333,-8.02559,43.70585,M3,0
"2006AP002-003",-7.38799,43.60314,-7.05346,43.50562,M2,0
"2210AZ024-002",-8.29265,43.2718,-7.91504,43.5198,M3,0
"1808AR154-001",-7.70428,43.66832,-8.55816,42.55798,M2,0
"2209AR040-004",-8.06275,43.38086,-7.43339,43.33211,M1,0
"2121AP013-002",-7.44232,43.33531,-7.43654,43.33531,M1,0
"2121AP015-003",-7.43382,43.33999,-7.53366,43.5453,M1,0
"2116AR049-012",-8.79248,42.29874,-8.21166,43.19374,M3,0
"2210AR043-003",-8.21153,43.1937,-8.18374,43.27536,M2,0
"2210AR040-002",-8.14104,43.06909,-8.76124,43.03575,M1,0
"2210AZ038-002",-8.18435,43.27538,-8.54432,43.20041,M2,0
"2211AR055-001",-8.3993,43.24054,-8.00277,43.61592,M3,0
"2211AR059-001",-8.399,43.24041,-8.41931,43.28344,M3,0
"2104AR040-003",-7.08184,43.40765,-7.08454,43.40384,M3,0
"2211AR060-002",-8.55215,43.10907,-6.78713,43.51622,M2,0
"2204AP002-004",-6.76476,43.52781,-6.77204,43.52724,M2,0
"2107AR164-010",-7.69919,43.50922,-7.08369,43.40436,M3,0
"2104AR040-007",-7.08632,43.40585,-8.80543,43.17341,M3,0
"2211AR060-001",-8.55212,43.10921,-8.87601,43.28766,M1,0
"2104AR040-005",-7.08518,43.40332,-7.70633,43.50565,M3,0
"2112AR048-001",-9.18879,43.08627,-7.98291,43.48386,M3,0
"2221AR010-001",-7.25921,42.97853,-8.59006,42.67868,M2,0
"2212AR088-001",-8.95012,43.0215,-8.00713,43.63783,M3,0
"2208AR090-001",-8.13072,43.52786,-7.63898,43.60117,M2,0
"2213AR045-003",-8.57358,42.99312,-8.57654,43.00099,M1,0
"2207AR079-001",-7.64156,43.60284,-7.64014,43.60161,M2,0
"2207AR079-010",-7.63912,43.60079,-7.79666,43.63228,M2,0
"2214AR027-017",-8.87515,42.92646,-7.81149,43.63766,M2,0
"2213AR045-002",-8.57455,43.00276,-7.74209,42.95238,M1,0
"2208AR118-001",-7.91437,43.68629,-7.68859,43.54611,M3,0
"2107AR108-008",-7.6896,43.54569,-7.68779,43.54642,M3,0
"2208AR192-001",-7.96278,43.53085,-8.55259,42.56074,M2,0
"2208AR184-002",-7.9967,43.56541,-7.68829,43.5463,M3,0
"2107AR100-015",-7.6895,43.54575,-7.69034,43.54517,M3,0
"2216AR043-001",-8.82237,42.26739,-7.69105,43.54414,M3,0
"2107AR108-010",-7.69029,43.5453,-8.52491,42.13145,M3,0
"2117AR013-013",-8.53125,42.13973,-8.53113,42.1398,M3,0
"2206AP007-001",-7.53366,43.5453,-7.76321,43.36813,M1,0
"2210AZ025-003",-8.29098,43.26751,-8.42816,42.75539,M3,0
"2215AR003-007",-8.55252,42.56072,-7.82051,43.64743,M2,0
"2112AP002-002",-8.71782,43.00258,-8.71917,43.0016,M2,0
"2107AR100-002",-7.68838,43.55258,-7.69238,43.54941,M3,0
"2112AP002-006",-8.71753,43.00152,-8.55641,42.56318,M2,0
"2215AR003-010",-8.55704,42.56327,-8.5526,42.56094,M2,0
"2216AP009-001",-8.54466,42.42692,-8.72276,43.00106,M2,0
"2218AZ045-001",-7.89413,42.78871,-7.8945,42.78739,M1,0
"2112AP002-019",-8.72061,43.00172,-7.79097,43.62921,M2,0
"2107AR100-004",-7.69127,43.55235,-7.68971,43.55309,M3,0
"2107AR100-008",-7.68484,43.54761,-7.68705,43.54699,M3,0
"2220AP013-001",-7.70947,43.36136,-7.70435,43.35345,M1,0
"2107AR100-011",-7.68803,43.54609,-5.66313,43.48366,M3,0
"2207AP001-001",-7.69196,43.59541,-5.48729,43.39642,M2,0
"2220AP024-002",-7.74974,43.36863,-7.74974,43.36863,M1,0
"2117AP033-002",-8.48058,42.20327,-7.05566,43.50248,M2,0
"2107AR164-068",-7.70656,43.50694,-8.72919,42.75717,M3,0
"2210AZ038-001",-8.18436,43.27597,-7.83348,43.56261,M2,0
"2014AR053-005",-8.72923,42.75719,-7.68876,43.55306,M3,0
"2104AR049-009",-7.08363,43.40573,-8.82774,43.12356,M3,0
"2210AR026-001",-8.00507,43.01879,-8.00528,43.02017,M2,0
"2220AP025-002",-7.77031,43.35092,-7.81945,43.62503,M1,0
"2210AR019-001",-8.12228,43.27989,-8.02664,43.31798,M3,0
"2208AR163-015",-7.82107,43.62344,-7.84984,43.6513,M1,0
"2014AR053-002",-8.73043,42.757,-8.99861,42.55677,M3,0
"2214AZ040-001",-8.8989,42.71513,-7.98584,43.54128,M2,0
"2113AP007-003",-8.59814,42.79182,-8.58996,42.67883,M2,0
"2208AR166-001",-8.023,43.66326,-7.71038,43.50282,M3,0
"2212AR043-002",-8.76288,43.03851,-8.6078,42.4187,M3,0
"2212AR107-002",-8.86202,43.03306,-8.86376,43.03158,M1,0
"2208AR178-002",-8.02555,43.70589,-8.02287,43.70351,M3,0
"2218AZ011-002",-7.485,42.65912,-7.47409,42.64977,M1,0
"2218AR010-001",-7.8324,42.34129,-8.69666,42.32243,M3,0
"2212AR107-004",-8.86392,43.03121,-8.05349,43.37602,M1,0
"2113AP007-002",-8.59827,42.79114,-8.8753,42.92532,M2,0
"2214AR043-001",-8.69744,43.03373,-8.53908,42.06243,M3,0
"2214AR027-016",-8.87513,42.92632,-8.19581,43.15812,M2,0
"2210AR043-002",-8.21117,43.19397,-8.21154,43.19484,M2,0
"2209AR040-007",-8.08317,43.38624,-8.14986,43.11077,M1,0
"2210AZ042-001",-7.97937,43.00245,-7.69166,43.5476,M3,0
"2107AR110-003",-7.69172,43.5497,-8.67838,43.10507,M3,0
"2211AR058-001",-8.39967,43.24062,-7.68837,43.54673,M3,0
"2218AR019-002",-7.56842,42.09604,-8.5282,43.04841,M1,0
"2107AR110-007",-7.68717,43.54744,-7.70835,43.50638,M3,0
"2018AZ078-002",-7.93131,42.35237,-8.78988,42.30041,M3,0
"2116AR049-001",-8.78972,42.29304,-8.68143,43.13395,M3,0
"2217AR036-001",-8.82187,42.05808,-8.59337,43.20165,M2,0
"2221AR002-001",-7.18281,42.88252,-7.17513,42.87018,M1,0
"2117AR054-005",-8.44768,42.26682,-7.02176,43.49239,M3,0
"2215AP001-026",-8.57377,42.49792,-8.56878,42.49027,M1,0
"2215AP002-008",-8.56878,42.48952,-8.56878,42.48961,M1,0
"2212AR044-003",-8.7593,43.03532,-8.75945,43.03515,M1,0
"2212AR043-007",-8.75819,43.04202,-7.10041,43.40276,M3,0
"2107AR110-004",-7.6922,43.54986,-7.68823,43.54753,M3,0
"2213AR043-001",-8.07361,42.96031,-8.54558,42.9607,M1,0
"2213AR044-001",-8.56419,42.98881,-8.56454,42.98834,M3,0
"2117AP033-003",-8.48007,42.20229,-8.54131,42.42872,M2,0
"2217AP006-001",-8.56477,42.19957,-8.64228,42.74764,M2,0
"2107AR164-045",-7.70937,43.50618,-5.66933,43.48722,M3,0
"2214AR039-002",-8.63627,42.75088,-8.8972,42.71153,M2,0
"2213AR042-001",-8.53512,42.94524,-7.73972,42.95929,M1,0
"2210AZ025-002",-8.29113,43.26757,-8.72988,42.75717,M3,0
"2209AP003-008",-7.83125,43.56258,-8.5175,42.581,M2,0
"2002AP001-003",-5.93654,43.33664,-5.98369,43.35103,M2,0
"2014AR053-004",-8.72944,42.75733,-7.05444,43.50346,M3,0
"2003AP002-008",-6.16268,43.47461,-7.38799,43.60314,M2,0
"2006AP005-001",-7.38911,43.61098,-8.2127,42.80664,M2,0
"2212AR050-001",-8.72843,43.01345,-4.30877,43.34111,M1,0
"2206AP005-001",-7.35715,43.37697,-7.43921,43.33922,M1,0
"2206AP006-002",-7.52149,43.5493,-8.5534,42.38125,M1,0
"2215AR068-001",-8.27642,42.70898,-5.59377,43.46786,M2,0
"2107AR164-063",-7.7073,43.50687,-7.7062,43.50712,M3,0
"2217AZ067-001",-8.6007,42.23508,-7.70581,43.50702,M3,0
"2110AR056-002",-8.05562,43.23911,-8.04937,42.51345,M0,0
"2208AR116-001",-8.01409,43.63141,-8.13551,43.12374,M3,0
"2107AR164-020",-7.71271,43.50544,-7.96338,43.61635,M3,0
"2108AR180-002",-7.96356,43.61639,-8.01025,43.61348,M3,0
"2108AR198-001",-8.01025,43.61353,-8.77134,42.57804,M3,0
"2215AP007-081",-8.58993,42.67905,-7.38478,43.63302,M2,0
"2112AP002-015",-8.71973,43.00307,-8.72308,43.00101,M2,0
"2207AR016-001",-7.59355,43.61846,-8.00041,43.61787,M3,0
"2208AR052-001",-7.98324,43.60352,-7.81181,43.63866,M2,0
"2218AR040-004",-8.03888,42.51464,-7.70823,43.35689,M1,0
"2013AP004-001",-8.73069,42.98493,-8.59794,42.79243,M2,0
"2212AR050-002",-8.73466,43.02239,-8.93767,43.24655,M1,0
"2213AP008-007",-8.56393,42.96621,-8.06318,43.38338,M1,0
"2213AP008-008",-8.56444,42.96637,-8.05732,43.37604,M1,0
"2107AR164-076",-7.70446,43.50571,-7.60409,43.61604,M3,0
"2207AR020-001",-7.68321,43.55567,-7.70733,43.50489,M3,0
"2107AR164-034",-7.70795,43.50546,-8.77525,43.14078,M3,0
"2114AR030-003",-8.94786,42.8148,-8.447,42.26617,M3,0
"2117AR085-003",-8.78341,42.0573,-8.78397,42.05647,M3,0
"2213AP008-017",-8.56237,42.96418,-8.56873,42.49015,M1,0
"2214AR027-013",-8.87513,42.92598,-8.58988,42.67825,M2,0
"2117AR085-005",-8.78671,42.05512,-8.78458,42.05346,M3,0
"2213AR046-003",-8.56253,42.98664,-8.56333,42.98857,M3,0
"2012AR069-002",-8.86665,43.18433,-8.94896,42.81455,M3,0
"2212AR050-003",-8.73017,43.0146,-8.74203,43.02341,M1,0
"2114AR030-004",-8.94774,42.81457,-8.56432,42.35906,M3,0
"2116AR053-002",-8.55816,42.35279,-8.55696,42.35186,M3,0
"2116AR059-001",-8.65328,42.38085,-8.78372,42.05921,M3,0
"2112AP002-016",-8.72386,43.00114,-6.16209,43.47433,M2,0
"2216AR010-004",-8.69959,42.31384,-7.70575,43.50705,M3,0
"2216AP009-004",-8.54479,42.42545,-5.57994,43.48147,M2,0
"2208AR127-001",-8.01216,43.62062,-8.80337,43.16339,M3,0
"2212AR056-001",-8.80303,43.16366,-7.10093,43.40216,M3,0
"2102AR027-006",-5.59119,43.47322,-8.53632,42.12827,M2,0
"2117AR013-007",-8.52816,42.1416,-7.7121,43.50305,M3,0
"2116AR059-002",-8.65103,42.37737,-8.52998,42.13788,M3,0
"2003AR010-002",-6.04375,43.51139,-6.46128,43.52343,M2,0
"2107AR164-023",-7.71092,43.50583,-6.0793,43.48371,M3,0
"2215AP017-002",-8.67114,42.62142,-8.5392,42.14301,M2,0
"2103AR025-002",-6.07811,43.48344,-7.70751,43.5068,M3,0
"2215AP017-001",-8.67122,42.6214,-8.18553,43.20778,M2,0
"2220AP010-002",-7.7002,43.3627,-8.06034,43.38262,M1,0
"2014AP001-003",-8.76475,42.68701,-8.76385,42.69065,M2,0
"2014AP001-008",-8.75882,42.69285,-8.75241,42.68598,M2,0
"2210AR043-009",-8.21258,43.21259,-8.19509,43.15649,M2,0
"2204AP002-003",-6.76815,43.52233,-7.50871,43.4836,M2,0
"2204AR004-012",-7.08351,43.40603,-8.64409,42.37689,M3,0
"2208AR102-005",-8.00801,43.62528,-7.19971,43.37587,M1,0
"1607AR221-003",-7.61539,43.5813,-8.7401,43.28817,M2,0
"2216AR009-001",-8.69838,42.32399,-7.50356,43.3739,M1,0
"2203AR005-001",-6.1036,43.55579,-6.08854,43.55759,M2,0
"2216AR011-002",-8.56001,42.38777,-6.08638,43.55614,M3,0
"2216AR045-001",-8.62491,42.37918,-7.14111,43.48112,M3,0
"2121AR043-003",-7.06198,43.00249,-7.06064,43.00154,M3,0
"2112AP002-020",-8.72073,43.00216,-7.96392,43.61649,M2,0
"2208AR126-002",-8.12614,43.52589,-8.12609,43.52647,M3,0
"2207AR013-001",-7.61807,43.58695,-8.15116,43.27373,M3,0
"2107AR164-046",-7.70928,43.5062,-8.52837,42.14147,M3,0
"2216AR013-001",-8.55994,42.3876,-8.52991,42.13797,M3,0
"2210AR039-002",-8.19584,43.1577,-8.53293,42.13756,M2,0
"2208AP008-001",-7.84693,43.56226,-8.56565,43.09823,M1,0
"2208AR098-008",-7.791,43.63328,-7.79496,43.6311,M2,0
"2104AR042-011",-7.08855,43.40841,-8.18515,43.208,M3,0
"2208AR098-025",-7.79062,43.62865,-7.59752,43.57607,M2,0
"2208AR098-044",-7.83914,43.62547,-7.87128,43.6128,M2,0
"2208AR107-001",-7.99844,43.61647,-6.07918,43.48467,M3,0
"2208AR054-001",-8.00905,43.62614,-6.09914,43.47352,M2,0
"2220AP008-002",-7.76988,43.36241,-8.56684,42.98658,M1,0
"2213AR047-003",-8.56613,42.98725,-7.70355,43.35758,M1,0
"2220AP020-002",-7.70484,43.36175,-7.71064,43.36125,M1,0
"2217AR045-001",-8.74407,42.12026,-8.75045,42.12065,M2,0
"2103AR032-001",-6.09855,43.47449,-7.7075,43.50476,M3,0
"2208AR124-001",-8.14914,43.52403,-8.64324,42.37009,M3,0
"2217AR045-003",-8.74271,42.11122,-8.56568,42.96674,M1,0
"2213AP008-013",-8.56613,42.96673,-8.70658,42.81543,M1,0
"2116AR063-003",-8.64222,42.37014,-8.75956,43.02718,M3,0
"2116AR068-001",-8.64582,42.38312,-8.44478,42.26576,M3,0
"2216AR029-003",-8.41502,42.34068,-7.61486,43.65585,M2,0
"2215AP007-075",-8.58989,42.67839,-8.59,42.67874,M2,0
"2221AR021-002",-7.25599,43.05194,-7.25959,43.05623,M2,0
"2104AR042-015",-7.08803,43.40588,-7.07937,43.41328,M3,0
"2215AP017-005",-8.67067,42.61697,-7.17266,43.28558,M2,0
"2104AR049-002",-7.07789,43.41152,-7.68987,43.66141,M3,0
"2205AZ018-002",-7.17246,43.28433,-7.13951,43.47026,M2,0
"2205AR020-001",-7.1394,43.47024,-7.13871,43.46883,M2,0
"2215AR080-001",-8.66133,42.49649,-7.13881,43.46884,M3,0
"2208AR128-003",-7.96208,43.63967,-8.54272,42.41114,M1,0
"2205AR020-003",-7.13959,43.47025,-7.13661,43.46876,M2,0
"2205AR020-006",-7.1386,43.4688,-7.1165,43.45767,M3,0
"2206AR015-001",-7.38635,43.42976,-7.39065,43.43091,M3,0
"2104AR049-004",-7.08505,43.40882,-7.08546,43.40796,M3,0
"2216AP002-007",-8.54272,42.41114,-8.50528,42.39831,M1,0
"2207AR016-002",-7.59424,43.61852,-8.56323,42.98977,M3,0
"2205AR020-009",-7.11648,43.45758,-8.00896,43.62528,M2,0
"2217AR046-006",-8.74516,42.11152,-8.30776,42.17844,M3,0
"2208AR059-001",-8.085,43.57772,-5.38353,43.47853,M2,0
"2014AP001-004",-8.76327,42.68876,-7.47521,43.50896,M2,0
"2001AR005-003",-5.38467,43.47972,-8.79034,42.29603,M3,0
"2216AR033-002",-8.50412,42.39786,-8.50414,42.39838,M1,0
"2217AR046-001",-8.744,42.11174,-8.01343,43.62697,M3,0
"2217AR046-005",-8.74508,42.11146,-8.74115,42.11094,M3,0
"2121AP010-004",-7.46638,43.34159,-7.52001,43.54908,M1,0
"2200AZ005-001",-3.95479,43.38379,-3.95616,43.382,M1,0
"2217AR046-004",-8.74448,42.11135,-8.74439,42.11188,M3,0
"2116AZ080-003",-8.67083,42.33395,-8.67138,42.33412,M3,0
"2116AZ080-002",-8.6712,42.33447,-8.28739,42.17178,M3,0
"2200AZ005-003",-3.95552,43.38234,-3.9559,43.38324,M1,0
"2017AR038-001",-8.33224,42.24906,-7.08308,43.41163,M3,0
"2208AR056-001",-7.96371,43.61643,-6.2793,43.42229,M2,0
"2117AR095-002",-8.583,42.17021,-7.08815,43.40872,M3,0
"2103AR088-002",-6.28019,43.42224,-8.4504,42.40371,M2,0
"2206AR038-001",-7.32445,43.57739,-7.32318,43.59999,M2,0
"2206AR038-003",-7.37895,43.6115,-8.00733,43.64289,M2,0
"2207AP005-001",-7.78729,43.43958,-8.8328,42.76324,M1,0
"2215AP007-082",-8.58979,42.67905,-7.79383,43.63371,M2,0
"2108AR254-001",-7.80045,43.64795,-8.57514,42.49662,M3,0
"2208AR098-022",-7.78898,43.63287,-7.08057,43.41032,M2,0
"2204AR017-003",-7.08135,43.40928,-8.72817,42.98866,M2,0
"2204AR017-007",-7.08638,43.40513,-7.08791,43.40538,M3,0
"2217AR045-004",-8.74017,42.11177,-5.56334,43.49128,M2,0
"2204AR017-006",-7.08555,43.40515,-8.47524,42.27802,M3,0
"2213AP008-011",-8.56524,42.96669,-8.83911,42.7637,M1,0
"2208AR062-001",-7.92077,43.64904,-7.92142,43.64817,M3,0
"2214AR027-007",-8.87554,42.9243,-7.05423,43.50995,M2,0
"2005AR125-001",-7.05311,43.50705,-8.52582,42.5732,M3,0
"2214AR027-008",-8.87544,42.9246,-8.87539,42.92483,M2,0
"2002AP004-004",-5.98909,43.34659,-5.97485,43.35262,M2,0
"2002AP005-009",-5.97235,43.35725,-5.99499,43.34592,M2,0
"2217AR014-001",-8.53632,42.12827,-7.70223,43.58374,M2,0
"2208AR178-001",-8.02474,43.70519,-7.21419,43.42052,M3,0
"2215AP011-001",-8.50173,42.56582,-8.47948,42.20279,M2,0
"2514AP002-010",-8.68718,42.79257,-8.49978,42.57488,M2,0
"2015AP002-002",-8.51752,42.57312,-8.75634,42.68911,M2,0
"2014AP001-009",-8.76421,42.689,-8.72342,42.99953,M2,0
"2218AR046-002",-7.99521,42.56458,-7.99702,42.56631,M1,0
"2206AR015-002",-7.38605,43.43062,-7.70881,43.5064,M3,0
"2002AP005-004",-5.9736,43.35196,-6.02624,43.49564,M2,0
"2121AP007-002",-7.46517,43.34048,-7.46739,43.34129,M1,0
"2121AP010-005",-7.46721,43.34134,-7.4253,43.33489,M1,0
"2209AR040-016",-8.06187,43.38103,-8.02366,43.70425,M0,0
"2221AP008-003",-7.42524,43.33529,-7.42202,43.34179,M1,0
"2108AP002-001",-7.74842,43.6749,-8.52985,43.10847,M2,0
"2208AR063-001",-7.92137,43.64852,-8.39978,43.24366,M3,0
"2211AR061-002",-8.45349,43.04155,-8.56508,43.13629,M2,0
"2107AR164-029",-7.70804,43.5049,-8.14637,43.37005,M3,0
"1908AR185-001",-8.11402,43.53549,-8.14605,43.36975,M3,0
"2211AR069-002",-8.53054,43.11135,-8.56348,42.96605,M1,0
"2211AR072-002",-8.53486,43.10861,-7.70909,43.50631,M3,0
"2208AP009-006",-7.84835,43.55492,-7.84825,43.55687,M1,0
"2211AR066-002",-8.56508,43.13677,-7.7497,43.67717,M2,0
"2208AP008-002",-7.8443,43.55627,-7.8479,43.56024,M1,0
"2208AP008-010",-7.85157,43.55867,-7.8458,43.55797,M1,0
"2208AP004-009",-7.81537,43.64339,-5.97296,43.35202,M2,0
"2010AR086-003",-8.21457,43.20142,-8.52461,42.57366,M3,0
"2115AR117-005",-8.5232,42.57452,-8.52495,42.57337,M3,0
"2002AP005-007",-5.97798,43.35247,-8.48014,42.20308,M2,0
"2208AP009-003",-7.84637,43.55805,-7.77031,43.35092,M1,0
"2208AR182-001",-7.8596,43.63724,-7.79644,43.67088,M2,0
"2208AZ070-002",-7.93175,43.58362,-8.77131,42.57816,M3,0
"2217AR046-003",-8.74481,42.11181,-8.58248,42.17023,M3,0
"1905AR164-005",-7.05616,43.50108,-7.82026,43.67773,M2,0
"2213AP008-010",-8.56519,42.96731,-8.83968,42.76716,M1,0
"2212AR107-005",-8.86116,43.02968,-8.57424,42.51263,M1,0
"2112AR082-006",-8.77019,43.14324,-8.44891,42.26794,M3,0
"2215AP007-080",-8.59028,42.67918,-6.99863,43.50217,M2,0
"2204AR007-003",-7.00686,43.50522,-8.48376,42.20222,M2,0
"2116AR049-002",-8.78937,42.29172,-8.02483,43.70518,M3,0
"2215AR079-001",-8.66138,42.49658,-8.07887,43.46654,M3,0
"2215AP010-003",-8.56929,42.50847,-8.02315,43.70409,M1,0
"2215AP017-004",-8.67201,42.6201,-8.52683,42.41951,M2,0
"2216AP006-002",-8.53328,42.41471,-8.54265,42.42351,M2,0
"2216AP009-003",-8.54375,42.42788,-6.37895,43.46686,M2,0
"2109AR077-001",-8.07869,43.46765,-7.74624,43.0006,M3,0
"2216AP002-008",-8.54272,42.41114,-8.52798,43.05169,M1,0
"2211AR070-001",-8.40219,43.03417,-8.51998,43.0502,M1,0
"2213AP008-004",-8.56361,42.96617,-8.56329,42.9671,M1,0
"2213AP008-006",-8.56365,42.9671,-8.56203,42.96378,M1,0
"2211AR071-001",-8.49399,43.22317,-7.68533,43.54754,M3,0
"2211AR066-003",-8.56624,43.13795,-8.30766,42.16907,M2,0
"2213AP008-019",-8.56164,42.96371,-8.56157,42.96267,M1,0
"2214AR042-002",-8.67374,43.0559,-8.48043,42.19525,M2,0
"2117AR009-005",-8.57207,42.17849,-7.97575,43.50538,M3,0
"2117AP033-009",-8.48059,42.19846,-8.47983,42.20328,M2,0
"2214AR042-006",-8.67506,43.03374,-8.66105,42.25661,M1,0
"2215AP003-004",-8.57047,42.49437,-8.57031,42.4945,M1,0
"2112AR157-001",-8.8224,43.17382,-8.82237,43.173,M3,0
"2200AR006-002",-3.24019,43.39189,-3.25177,43.39532,M1,0
"2112AR157-003",-8.82126,43.17298,-7.71032,43.50599,M3,0
"2200AR006-003",-3.23915,43.39141,-8.56692,42.49752,M1,0
"2116AR069-001",-8.50225,42.30713,-8.50423,42.30794,M3,0
"2012AR117-007",-8.76932,43.1422,-7.06811,43.41612,M2,0
"2116AR069-002",-8.50398,42.30804,-8.75935,43.04164,M3,0
"2115AR117-006",-8.52325,42.57492,-8.42505,42.33848,M3,0
"2115AR117-007",-8.52653,42.57512,-8.57766,43.185,M3,0
"2108AR008-001",-7.90912,43.67848,-6.08384,43.44159,M2,0
"2111AR148-003",-8.58313,43.19935,-8.52084,42.57418,M3,0
"2005AR130-001",-7.05341,43.51011,-7.38214,43.65656,M2,0
"2216AR015-002",-8.52948,42.4048,-8.52901,42.40479,M3,0
"2208AP001-001",-7.74428,43.67718,-5.83172,43.46383,M2,0
"2208AR128-002",-7.96215,43.63966,-7.84835,43.55492,M1,0
"2104AR027-001",-6.90756,43.48701,-5.84216,43.45776,M2,0
"2102AR074-010",-5.83591,43.45718,-7.91821,43.49906,M2,0
"2116AR061-002",-8.43723,42.3004,-7.70204,43.50952,M3,0
"2104AR050-001",-7.07753,43.41129,-7.68277,43.55054,M3,0
"2102AR074-011",-5.84434,43.45299,-7.08419,43.4126,M2,0
"2104AR050-004",-7.09788,43.40965,-7.08201,43.40912,M3,0
"2104AR050-012",-7.08419,43.40568,-7.08503,43.40589,M2,0
"2205AR025-001",-7.06397,43.48186,-8.22087,43.16688,M3,0
"2208AR098-003",-7.79445,43.63357,-7.83837,43.62613,M2,0
"2106AP002-001",-7.34101,43.39653,-7.34031,43.39723,M1,0
"2210AR029-002",-8.22842,43.16659,-8.52935,42.40514,M3,0
"2204AR009-001",-7.08314,43.4506,-7.08225,43.41004,M2,0
"2015AR028-001",-8.51193,42.54575,-8.48067,42.28234,M2,0
"2117AR145-002",-8.48012,42.28266,-8.47998,42.28241,M2,0
"2105AR057-006",-7.22828,43.34023,-8.47663,42.28133,M3,0
"2117AR145-004",-8.47976,42.28177,-7.91694,43.49283,M2,0
"2216AP002-004",-8.54626,42.40607,-8.53328,42.41471,M1,0
"2216AP007-005",-8.54272,42.41114,-8.52683,42.41951,M1,0
"2010AR086-005",-8.21243,43.21255,-8.52088,42.57453,M3,0
"2201AP006-001",-5.38705,43.35259,-8.21348,43.20004,M2,0
"2115AR117-009",-8.52087,42.57429,-8.52104,42.57384,M3,0
"2204AR020-001",-7.06032,43.39569,-5.84749,43.46406,M2,0
"2121AP009-002",-7.46638,43.34159,-7.46686,43.34079,M1,0
"2102AR074-001",-5.84852,43.46408,-7.08185,43.40816,M2,0
"2204AR021-005",-7.06887,43.42332,-8.02049,43.2428,M0,0
"2115AR117-012",-8.52095,42.57369,-7.08369,43.40436,M3,0
"2213AR048-001",-8.51426,42.96786,-8.98756,42.63901,M1,0
"2104AR050-009",-7.08602,43.40676,-8.98756,42.63901,M2,0
"2209AP002-002",-7.83702,43.56371,-7.83036,43.55986,M2,0
"2209AP002-004",-7.83503,43.55998,-8.99661,42.63677,M2,0
"2209AP002-007",-7.83348,43.56261,-7.83125,43.56258,M2,0
"2214AP010-003",-8.98756,42.63901,-7.83363,43.56189,M2,0
"2104AR050-008",-7.0905,43.40818,-7.68583,43.55325,M3,0
"2012AR071-003",-8.78175,43.14091,-7.70597,43.50601,M3,0
"2209AP002-006",-7.83607,43.56243,-7.81745,43.64542,M2,0
"2208AP004-008",-7.81873,43.64608,-7.82024,43.64746,M2,0
"2210AR045-002",-8.16403,43.26631,-8.16375,43.26558,M3,0
"2208AR133-005",-7.91451,43.49227,-6.08337,43.44377,M2,0
"2210AR045-004",-8.164,43.26883,-7.97852,43.20659,M3,0
"2208AR133-006",-7.92113,43.4974,-7.05535,43.50368,M2,0
"2221AR008-001",-7.28256,43.0489,-8.69496,42.62211,M2,0
"2117AP011-001",-8.4987,42.27537,-8.50452,42.27017,M2,0
"2207AP003-002",-7.38595,43.65567,-8.50642,42.26856,M2,0
"2217AP005-001",-8.56477,42.19957,-6.02547,43.4959,M2,0
"2208AR065-001",-8.12941,43.52584,-8.13064,43.52746,M2,0
"1901AR001-002",-5.43552,43.44789,-7.00478,43.49711,M2,0
"2216AP007-001",-8.53328,42.41471,-8.54272,42.41114,M1,0
"2110AR078-001",-7.98488,43.2059,-8.16355,43.26914,M3,0
"2208AR193-007",-7.92748,43.59033,-8.49138,42.26645,M2,0
"2217AP012-001",-8.17061,42.24154,-5.84402,43.46648,M2,0
"2005AR124-003",-7.05319,43.50645,-5.8397,43.46464,M2,0
"2115AR117-013",-8.52087,42.57362,-8.52417,42.57313,M3,0
"2121AP005-001",-7.47465,43.33995,-7.46525,43.34092,M1,0
"2208AR122-002",-8.00612,43.63277,-7.07535,43.39632,M2,0
"2208AR132-002",-7.81545,43.67275,-8.47661,42.27944,M2,0
"2106AZ083-001",-7.4727,43.50136,-7.19264,43.46775,M3,0
"2117AR145-008",-8.47372,42.27888,-7.13712,43.4776,M2,0
"2117AR145-011",-8.48832,42.28089,-8.47972,42.27994,M2,0
"2221AP008-001",-7.42537,43.33478,-7.78744,43.43947,M1,0
